"pegawai_id","nip","nama_lengkap","jenis_kelamin","umur","kelompok_umur","generasi","tahun_lahir","tahun_masuk","masa_kerja","kelompok_masa_kerja","status_pegawai","jenis_asn","agama","pendidikan","jabatan","jenis_jabatan","golongan","nama_pangkat","instansi","jenis_instansi","provinsi","predikat_kinerja_terakhir","rata_rata_kinerja","jumlah_cuti","pernah_mutasi","tanggal_snapshot"
20058,"197001041992046948",Warsa Nasyidah,P,56,"51 - 60",Gen X (1965-1980),1970,1992,34,> 30,Aktif,PNS,Islam,S1,Sekretaris,Struktural,II/a,Pengatur Muda,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Cukup,77.91,4,false,2026-07-08
20059,"197609022007051455",Paramita Firmansyah,L,49,"41 - 50",Gen X (1965-1980),1976,2007,19,"16 - 20",Aktif,PNS,Islam,S3,Analis Kebijakan Ahli Muda,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Baik,84.25,4,false,2026-07-08
20060,"197304092020018424",Gara Hakim,L,53,"51 - 60",Gen X (1965-1980),1973,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Sekretaris,Struktural,IV/a,Pembina,Pemerintah Provinsi Jambi,Daerah,Jambi,Cukup,80.13,5,false,2026-07-08
20061,"197306162021024299","R. Jumari Melani, S.Ked",P,53,"51 - 60",Gen X (1965-1980),1973,2021,5,"1 - 5",Aktif,PNS,Islam,S2,Pengawas Ketenagakerjaan,Fungsional,IV/a,Pembina,Pemerintah Provinsi Kalimantan Timur,Daerah,Kalimantan Timur,Baik,82.06,3,false,2026-07-08
20062,"199901222023093375",Pandu Melani,P,27,"21 - 30",Gen Z (1997-2012),1999,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Perencana Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Tengah,Daerah,Sulawesi Tengah,Sangat Baik,90.54,4,true,2026-07-08
20063,"198907292021084177","Raina Prasetyo, S.Farm",P,36,"31 - 40",Milenial (1981-1996),1989,2021,5,"1 - 5",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,III/c,Penata,Kementerian Hukum dan Hak Asasi Manusia,Pusat,DKI Jakarta,Baik,81.84,6,false,2026-07-08
20064,"198504012007017692",Azalea Purwanti,P,41,"41 - 50",Milenial (1981-1996),1985,2007,19,"16 - 20",Aktif,PNS,Kristen,S1,Auditor Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Gorontalo,Daerah,Gorontalo,Cukup,79.16,5,false,2026-07-08
20065,"197810112017051235",Darimin Sinaga,P,47,"41 - 50",Gen X (1965-1980),1978,2017,9,"6 - 10",Aktif,PNS,Kristen,S1,Kepala Dinas,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Baik,81.07,4,false,2026-07-08
20066,"197601042007062128",Ismail Situmorang,P,50,"41 - 50",Gen X (1965-1980),1976,2007,19,"16 - 20",Aktif,PNS,Islam,S1,Penyuluh Pertanian,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Cukup,74.76,5,false,2026-07-08
20067,"196501242004060413","Tirtayasa Suartini, S.H.",L,61,>60,Gen X (1965-1980),1965,2004,22,"21 - 25",Aktif,PNS,Islam,S2,Kepala Dinas,Struktural,III/c,Penata,Pemerintah Provinsi Bengkulu,Daerah,Bengkulu,Cukup,72.78,3,false,2026-07-08
20068,"198109062005081771",KH. Irnanto Sihombing,L,44,"41 - 50",Milenial (1981-1996),1981,2005,21,"21 - 25",Aktif,PNS,Islam,S1,Auditor Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Baik,80.64,6,false,2026-07-08
20069,"197706032016067404",Dr. Elvina Mahendra,P,49,"41 - 50",Gen X (1965-1980),1977,2016,10,"6 - 10",Aktif,PPPK,Islam,S1,Analis Data,Fungsional,III/d,Penata Tingkat I,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Cukup,72.85,4,false,2026-07-08
20070,"198905092011117624",Nilam Uwais,L,37,"31 - 40",Milenial (1981-1996),1989,2011,15,"11 - 15",Aktif,PNS,Islam,S2,Analis Kebijakan Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Cukup,75.31,9,false,2026-07-08
20071,"199009152016026078",Kasusra Nurdiyanti,P,35,"31 - 40",Milenial (1981-1996),1990,2016,10,"6 - 10",Aktif,PNS,Islam,S1,Analis Data,Fungsional,II/a,Pengatur Muda,Kementerian Pertanian,Pusat,DKI Jakarta,Baik,83.06,3,false,2026-07-08
20072,"200404082026028429","KH. Kunthara Nainggolan, S.Gz",L,22,"21 - 30",Gen Z (1997-2012),2004,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Analis Kebijakan Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Riau,Daerah,Riau,Baik,80.18,0,false,2026-07-08
20073,"197106051993112899",Tania Usada,P,55,"51 - 60",Gen X (1965-1980),1971,1993,33,> 30,Aktif,PNS,Buddha,S1,Analis SDM Aparatur Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Kesehatan,Pusat,DKI Jakarta,Baik,85.31,4,true,2026-07-08
20074,"197610052005052226",Lidya Habibi,P,49,"41 - 50",Gen X (1965-1980),1976,2005,21,"21 - 25",Aktif,PNS,Islam,S1,Pustakawan Ahli Pertama,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Sulawesi Tenggara,Daerah,Sulawesi Tenggara,Cukup,79.68,4,true,2026-07-08
20075,"197508012012106176",R.M. Balamantri Susanti,P,50,"41 - 50",Gen X (1965-1980),1975,2012,14,"11 - 15",Aktif,PNS,Islam,S1,Kepala Bidang,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Maluku,Daerah,Maluku,Sangat Baik,93.51,5,true,2026-07-08
20076,"198110072014020282","Novi Wibisono, M.Farm",P,44,"41 - 50",Milenial (1981-1996),1981,2014,12,"11 - 15",Aktif,PNS,Katolik,S1,Kepala Dinas,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Baik,81.64,4,true,2026-07-08
20077,"197610182021110273","Aurora Nashiruddin, M.Kom.",L,49,"41 - 50",Gen X (1965-1980),1976,2021,5,"1 - 5",Aktif,PNS,Islam,S2,Kepala Bidang,Struktural,IV/a,Pembina,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Baik,81.12,4,false,2026-07-08
20078,"197410192025044478",Salsabila Prayoga,P,51,"51 - 60",Gen X (1965-1980),1974,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,IV/a,Pembina,Kementerian Pertahanan,Pusat,DKI Jakarta,Baik,83.10,0,false,2026-07-08
20079,"198110092023101884",Darmaji Zulkarnain,P,44,"41 - 50",Milenial (1981-1996),1981,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Penghulu,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Baik,88.73,1,false,2026-07-08
20080,"197205022025021463","R.A. Paulin Sitorus, S.Pt",P,54,"51 - 60",Gen X (1965-1980),1972,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Kepala Dinas,Struktural,IV/b,Pembina Tingkat I,Pemerintah Provinsi Kalimantan Timur,Daerah,Kalimantan Timur,Baik,80.83,1,false,2026-07-08
20081,"196310082019010668","Kania Rajasa, M.Pd",P,62,>60,Baby Boomers (1946-1964),1963,2019,7,"6 - 10",Pensiun,PNS,Islam,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,IV/a,Pembina,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,81.54,2,false,2026-07-08
20082,"199611232020076882",Cagak Santoso,L,29,"21 - 30",Milenial (1981-1996),1996,2020,6,"6 - 10",Aktif,PNS,Kristen,S2,Auditor Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Maluku,Daerah,Maluku,Cukup,78.51,3,false,2026-07-08
20083,"198006302019129214",Endra Kusmawati,L,46,"41 - 50",Gen X (1965-1980),1980,2019,7,"6 - 10",Aktif,PNS,Islam,S1,Apoteker,Fungsional,III/c,Penata,Pemerintah Provinsi Papua,Daerah,Papua,Cukup,79.76,5,false,2026-07-08
20084,"199902232025069234","drg. Mulyono Sihombing, S.Pt",L,27,"21 - 30",Gen Z (1997-2012),1999,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Penyuluh Pertanian,Fungsional,II/a,Pengatur Muda,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Cukup,76.30,2,false,2026-07-08
20085,"199305242018013975",Rini Permata,L,33,"31 - 40",Milenial (1981-1996),1993,2018,8,"6 - 10",Aktif,PNS,Islam,S1,Auditor Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Baik,82.52,6,false,2026-07-08
20086,"199311122015013073","Cahyono Saefullah, S.IP",P,32,"31 - 40",Milenial (1981-1996),1993,2015,11,"11 - 15",Aktif,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,II/a,Pengatur Muda,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Baik,81.69,6,true,2026-07-08
20087,"197601102009062929","Drs. Tari Pangestu, S.Psi",P,50,"41 - 50",Gen X (1965-1980),1976,2009,17,"16 - 20",Aktif,PNS,Islam,S2,Kepala Bidang,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Sangat Baik,91.05,3,false,2026-07-08
20088,"199901262022118952",KH. Galih Maryati,L,27,"21 - 30",Gen Z (1997-2012),1999,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Statistisi Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kepulauan Riau,Daerah,Kepulauan Riau,Cukup,79.41,4,false,2026-07-08
20089,"198511262012011087",Ir. Opung Usamah,L,40,"31 - 40",Milenial (1981-1996),1985,2012,14,"11 - 15",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,III/b,Penata Muda Tingkat I,Kementerian Keuangan,Pusat,DKI Jakarta,Baik,83.71,3,false,2026-07-08
20090,"197509182016030550",Titi Maheswara,L,50,"41 - 50",Gen X (1965-1980),1975,2016,10,"6 - 10",Aktif,PPPK,Islam,S2,Penyuluh Pertanian,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Tengah,Daerah,Papua Tengah,Baik,80.56,1,false,2026-07-08
20091,"198105012023037713",Yulia Yolanda,L,45,"41 - 50",Milenial (1981-1996),1981,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Analis Data,Fungsional,III/d,Penata Tingkat I,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Cukup,75.39,4,false,2026-07-08
20092,"196910152025103738","Yuliana Lazuardi, M.TI.",P,56,"51 - 60",Gen X (1965-1980),1969,2025,1,"1 - 5",Aktif,PPPK,Islam,S1,Statistisi Ahli Pertama,Fungsional,IV/b,Pembina Tingkat I,Pemerintah Provinsi Nusa Tenggara Timur,Daerah,Nusa Tenggara Timur,Cukup,75.65,2,false,2026-07-08
20093,"196501022011057957","Ir. Silvia Suwarno, S.Pt",L,61,>60,Gen X (1965-1980),1965,2011,15,"11 - 15",Aktif,PNS,Islam,S1,Kepala Dinas,Struktural,IV/a,Pembina,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Baik,90.35,5,false,2026-07-08
20094,"200104302024063754",Utama Sitorus,L,25,"21 - 30",Gen Z (1997-2012),2001,2024,2,"1 - 5",Aktif,PNS,Kristen,S1,Pranata Komputer Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kep. Bangka Belitung,Daerah,Kep. Bangka Belitung,Baik,83.07,1,false,2026-07-08
20095,"197111152003117371","KH. Prabowo Nurdiyanti, M.Kom.",P,54,"51 - 60",Gen X (1965-1980),1971,2003,23,"21 - 25",Aktif,PNS,Islam,S2,Pengelola Pengadaan Barang/Jasa,Fungsional,III/c,Penata,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Baik,82.89,5,true,2026-07-08
20096,"197811082016077897",Maimunah Maryadi,P,47,"41 - 50",Gen X (1965-1980),1978,2016,10,"6 - 10",Aktif,PNS,Islam,S2,Penghulu,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Kalimantan Utara,Daerah,Kalimantan Utara,Baik,85.13,6,false,2026-07-08
20097,"199905242026049238",Ratna Pudjiastuti,P,27,"21 - 30",Gen Z (1997-2012),1999,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Nusa Tenggara Timur,Daerah,Nusa Tenggara Timur,Cukup,75.12,0,false,2026-07-08
20098,"196801261993090443",Dartono Saragih,P,58,"51 - 60",Gen X (1965-1980),1968,1993,33,> 30,Aktif,PNS,Islam,S2,Kepala Dinas,Struktural,II/a,Pengatur Muda,Pemerintah Provinsi Lampung,Daerah,Lampung,Baik,81.47,2,false,2026-07-08
20099,"198811032014087433",Panca Mahendra,L,37,"31 - 40",Milenial (1981-1996),1988,2014,12,"11 - 15",Aktif,PNS,Hindu,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Bengkulu,Daerah,Bengkulu,Sangat Baik,90.74,3,false,2026-07-08
20100,"197506122023019078",dr. Maria Damanik,P,51,"51 - 60",Gen X (1965-1980),1975,2023,3,"1 - 5",Aktif,PNS,Islam,S3,Analis Kebijakan Ahli Muda,Fungsional,IV/a,Pembina,Pemerintah Aceh,Daerah,Aceh,Baik,82.97,3,false,2026-07-08
20101,"197702012003030987",Drs. Hesti Hastuti,P,49,"41 - 50",Gen X (1965-1980),1977,2003,23,"21 - 25",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Tengah,Daerah,Papua Tengah,Kurang,70.88,7,false,2026-07-08
20102,"196910092004120411","Unjani Zulaika, S.Pd",L,56,"51 - 60",Gen X (1965-1980),1969,2004,22,"21 - 25",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Baik,82.20,4,false,2026-07-08
20103,"196607102023085714",Rusman Tamba,P,59,"51 - 60",Gen X (1965-1980),1966,2023,3,"1 - 5",Pensiun,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,IV/a,Pembina,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Baik,89.37,3,false,2026-07-08
20104,"197402212001038942",Kurnia Pradana,L,52,"51 - 60",Gen X (1965-1980),1974,2001,25,"21 - 25",Aktif,PPPK,Islam,S1,Kepala Subbagian,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Papua,Daerah,Papua,Sangat Baik,90.46,5,false,2026-07-08
20105,"199707312024062102","drg. Daliman Mayasari, S.Farm",L,28,"21 - 30",Gen Z (1997-2012),1997,2024,2,"1 - 5",Aktif,PNS,Islam,S2,Pengelola Pengadaan Barang/Jasa,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Kalimantan Timur,Daerah,Kalimantan Timur,Baik,89.88,4,false,2026-07-08
20106,"198410222020098604",Oliva Budiyanto,L,41,"41 - 50",Milenial (1981-1996),1984,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Kementerian Pertahanan,Pusat,DKI Jakarta,Baik,82.83,4,false,2026-07-08
20107,"200110072023041102",Anom Hidayat,L,24,"21 - 30",Gen Z (1997-2012),2001,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,87.08,5,false,2026-07-08
20108,"198105072011031406",Anita Mangunsong,L,45,"41 - 50",Milenial (1981-1996),1981,2011,15,"11 - 15",Aktif,PNS,Islam,S1,Analis Data,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Kalimantan Barat,Daerah,Kalimantan Barat,Cukup,76.14,1,false,2026-07-08
20109,"197710232014022397","drg. Ira Ramadan, M.TI.",L,48,"41 - 50",Gen X (1965-1980),1977,2014,12,"11 - 15",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,III/c,Penata,Kementerian Kesehatan,Pusat,DKI Jakarta,Cukup,79.76,4,false,2026-07-08
20110,"196307162005119338",Padma Mandala,L,62,>60,Baby Boomers (1946-1964),1963,2005,21,"21 - 25",Pensiun,PNS,Islam,S1,Sekretaris,Struktural,IV/a,Pembina,Pemerintah Provinsi Papua Tengah,Daerah,Papua Tengah,Baik,81.00,3,false,2026-07-08
20111,"200101172024113767",Sutan Umar Waskita,L,25,"21 - 30",Gen Z (1997-2012),2001,2024,2,"1 - 5",Aktif,PPPK,Islam,D3,Pustakawan Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi DKI Jakarta,Daerah,DKI Jakarta,Baik,81.28,3,false,2026-07-08
20112,"198612132009020182",Rangga Nuraini,P,39,"31 - 40",Milenial (1981-1996),1986,2009,17,"16 - 20",Aktif,PNS,Islam,S1,Dokter,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi DKI Jakarta,Daerah,DKI Jakarta,Baik,83.62,5,false,2026-07-08
20113,"196810292017107219",Yunita Novitasari,L,57,"51 - 60",Gen X (1965-1980),1968,2017,9,"6 - 10",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Kalimantan Barat,Daerah,Kalimantan Barat,Baik,84.17,4,false,2026-07-08
20114,"198708132015082376",Usyi Rahmawati,P,38,"31 - 40",Milenial (1981-1996),1987,2015,11,"11 - 15",Aktif,PNS,Islam,S1,Sekretaris,Struktural,III/a,Penata Muda,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Cukup,74.51,3,false,2026-07-08
20115,"199704242022079659",Galih Mardhiyah,P,29,"21 - 30",Gen Z (1997-2012),1997,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Bengkulu,Daerah,Bengkulu,Baik,83.60,5,false,2026-07-08
20116,"198402092011075216",Martana Wijaya,P,42,"41 - 50",Milenial (1981-1996),1984,2011,15,"11 - 15",Aktif,PNS,Hindu,S1,Analis Kebijakan Ahli Muda,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Lampung,Daerah,Lampung,Cukup,80.77,2,false,2026-07-08
20117,"196907132005094118",R.A. Ana Natsir,L,56,"51 - 60",Gen X (1965-1980),1969,2005,21,"21 - 25",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,III/c,Penata,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Baik,80.74,7,false,2026-07-08
20118,"198612042008058663",Gilda Wijayanti,L,39,"31 - 40",Milenial (1981-1996),1986,2008,18,"16 - 20",Aktif,PNS,Islam,D3,Kepala Subbagian,Struktural,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua,Daerah,Papua,Cukup,79.54,3,false,2026-07-08
20119,"197806282007090690",Perkasa Hakim,L,48,"41 - 50",Gen X (1965-1980),1978,2007,19,"16 - 20",Aktif,PPPK,Islam,S2,Apoteker,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Papua,Daerah,Papua,Cukup,76.66,3,false,2026-07-08
20120,"198007012010072838",Vanesa Laksita,P,46,"41 - 50",Gen X (1965-1980),1980,2010,16,"16 - 20",Aktif,PPPK,Islam,S1,Analis Data,Fungsional,III/b,Penata Muda Tingkat I,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Baik,83.81,5,false,2026-07-08
20121,"199707312023078006",Drs. Siska Waskita,P,28,"21 - 30",Gen Z (1997-2012),1997,2023,3,"1 - 5",Aktif,PPPK,Islam,S1,Apoteker,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Tengah,Daerah,Sulawesi Tengah,Baik,82.97,3,false,2026-07-08
20122,"199406292019110747","R.M. Danang Halim, S.Gz",L,32,"31 - 40",Milenial (1981-1996),1994,2019,7,"6 - 10",Aktif,PNS,Islam,S1,Perencana Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Kalimantan Selatan,Daerah,Kalimantan Selatan,Baik,82.06,4,false,2026-07-08
20123,"198110042004016484","Rizki Lailasari, S.T.",L,44,"41 - 50",Milenial (1981-1996),1981,2004,22,"21 - 25",Aktif,PNS,Islam,S2,Sekretaris,Struktural,II/a,Pengatur Muda,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Cukup,73.57,5,true,2026-07-08
20124,"196703212019096086",Imam Setiawan,P,59,"51 - 60",Gen X (1965-1980),1967,2019,7,"6 - 10",Pensiun,PNS,Islam,S2,Pranata Komputer Ahli Muda,Fungsional,IV/b,Pembina Tingkat I,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Cukup,75.08,3,false,2026-07-08
20125,"199207052024041158",Julia Pudjiastuti,L,34,"31 - 40",Milenial (1981-1996),1992,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Sumatera Barat,Daerah,Sumatera Barat,Baik,81.84,3,false,2026-07-08
20126,"196906182001069029",drg. Rudi Mardhiyah,P,57,"51 - 60",Gen X (1965-1980),1969,2001,25,"21 - 25",Aktif,PNS,Islam,S2,Kepala Bidang,Struktural,III/c,Penata,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Sangat Baik,91.96,5,false,2026-07-08
20127,"196604111999103203",Ida Farida,P,60,"51 - 60",Gen X (1965-1980),1966,1999,27,"26 - 30",Pensiun,PNS,Islam,S1,Kepala Subbagian,Struktural,III/c,Penata,Pemerintah Provinsi Papua Tengah,Daerah,Papua Tengah,Baik,81.41,4,true,2026-07-08
20128,"199510102021043455",Hardi Sudiati,L,30,"21 - 30",Milenial (1981-1996),1995,2021,5,"1 - 5",Aktif,PNS,Kristen,S1,Analis SDM Aparatur Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Lampung,Daerah,Lampung,Baik,82.28,6,false,2026-07-08
20129,"199110062013023390",Joko Handayani,L,34,"31 - 40",Milenial (1981-1996),1991,2013,13,"11 - 15",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Baik,84.25,3,false,2026-07-08
20130,"198012042024126055",H. Timbul Suartini,P,45,"41 - 50",Gen X (1965-1980),1980,2024,2,"1 - 5",Aktif,PNS,Islam,S2,Analis SDM Aparatur Ahli Muda,Fungsional,IV/a,Pembina,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Baik,80.35,2,false,2026-07-08
20131,"199407152020023039",Tami Prayoga,P,31,"31 - 40",Milenial (1981-1996),1994,2020,6,"6 - 10",Aktif,PNS,Islam,S2,Analis SDM Aparatur Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Cukup,80.55,1,false,2026-07-08
20132,"198805022018069250",Dian Hidayat,P,38,"31 - 40",Milenial (1981-1996),1988,2018,8,"6 - 10",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Muda,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Cukup,78.70,2,false,2026-07-08
20133,"196606232015083299",Eko Simanjuntak,P,60,"51 - 60",Gen X (1965-1980),1966,2015,11,"11 - 15",Aktif,PNS,Islam,S2,Kepala Subbagian,Struktural,IV/a,Pembina,Pemerintah Provinsi Maluku Utara,Daerah,Maluku Utara,Cukup,77.54,1,true,2026-07-08
20134,"197205082012119304",Ir. Mutia Pradipta,P,54,"51 - 60",Gen X (1965-1980),1972,2012,14,"11 - 15",Aktif,PNS,Islam,S2,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Sangat Baik,92.53,4,false,2026-07-08
20135,"200209072025109612",Sidiq Sitorus,L,23,"21 - 30",Gen Z (1997-2012),2002,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Dokter,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Sangat Baik,92.10,2,false,2026-07-08
20136,"198507062026058185",Zaenab Halimah,P,41,"41 - 50",Milenial (1981-1996),1985,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Muda,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Lampung,Daerah,Lampung,Baik,89.19,0,false,2026-07-08
20137,"196606062019060923",Bella Salahudin,L,60,"51 - 60",Gen X (1965-1980),1966,2019,7,"6 - 10",Pensiun,PNS,Hindu,S1,Kepala Dinas,Struktural,IV/b,Pembina Tingkat I,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Sangat Baik,90.08,3,true,2026-07-08
20138,"200308182025012519",Carla Anggraini,P,22,"21 - 30",Gen Z (1997-2012),2003,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Luar Negeri,Pusat,DKI Jakarta,Baik,80.92,2,true,2026-07-08
20139,"200106162026071512","Cemeti Pradipta, S.E.",L,25,"21 - 30",Gen Z (1997-2012),2001,2026,0,"1 - 5",Aktif,PNS,Islam,D3,Auditor Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Cukup,75.56,1,false,2026-07-08
20140,"199209192014055305",Salwa Santoso,L,33,"31 - 40",Milenial (1981-1996),1992,2014,12,"11 - 15",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,88.25,3,false,2026-07-08
20141,"199201272020061981","Gandi Thamrin, S.IP",P,34,"31 - 40",Milenial (1981-1996),1992,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Sangat Baik,92.53,5,true,2026-07-08
20142,"197308101996020615",Dartono Haryanti,L,52,"51 - 60",Gen X (1965-1980),1973,1996,30,"26 - 30",Aktif,PNS,Islam,S2,Penghulu,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Baik,88.99,5,false,2026-07-08
