"pegawai_id","nip","nama_lengkap","tempat_lahir","tanggal_lahir","jenis_kelamin","jenis_asn","agama_id","pendidikan_terakhir_id","instansi_id","jabatan_id","pangkat_id","tanggal_masuk","status_pegawai","alamat","created_at","updated_at"
22047,"198106202015061400",Sutan Bagya Mandasari,Cirebon,1981-06-20,P,PNS,1,5,10,18,8,2015-06-27,Aktif,"Gg. Merdeka No. 809, Samarinda, BB 88137",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22048,"199202182017033318","Widya Haryanto, M.Farm",Depok,1992-02-18,L,PNS,1,4,18,14,1,2017-03-23,Aktif,"Jalan Moch. Toha No. 84, Solok, Riau 66035",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22049,"199604262025062419",Paiman Wacana,Bekasi,1996-04-26,L,PNS,1,4,21,14,6,2025-06-18,Aktif,"Gang Erlangga No. 9, Banjarmasin, NB 72432",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22050,"197203201999125572",Zelda Sudiati,Medan,1972-03-20,L,PNS,1,4,18,9,5,1999-12-10,Aktif,"Gang Yos Sudarso No. 776, Cimahi, Kalimantan Selatan 79624",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22051,"197906202012053682","Febi Laksita, S.E.I",Makassar,1979-06-20,L,PPPK,1,4,19,12,7,2012-05-01,Aktif,"Jalan Sukabumi No. 6, Lhokseumawe, Jawa Timur 12865",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22052,"198905152021035732",Ghaliyati Sinaga,Semarang,1989-05-15,P,PNS,5,4,18,15,8,2021-03-10,Aktif,"Gg. Jend. Sudirman No. 81, Pagaralam, Jawa Timur 36900",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22053,"200311222025105371","Hj. Widya Rajasa, M.M.",Bekasi,2003-11-22,L,PNS,1,2,26,11,2,2025-10-24,Aktif,"Gg. Suniaraja No. 2, Tanjungpinang, NT 12651",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22054,"198603132016089247",Ciaobella Winarno,Bogor,1986-03-13,P,PNS,1,4,10,11,5,2016-08-03,Aktif,"Gg. Ir. H. Djuanda No. 4, Padang, Kalimantan Barat 17949",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22055,"197406192021107047",R. Cemani Prakasa,Palembang,1974-06-19,P,PNS,2,4,41,18,8,2021-10-24,Aktif,"Gang Setiabudhi No. 5, Blitar, KB 34365",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22056,"198701142020084769","R. Hani Nainggolan, M.Pd",Makassar,1987-01-14,L,PNS,1,4,1,8,7,2020-08-10,Aktif,"Jl. Suryakencana No. 40, Tebingtinggi, Kalimantan Timur 88745",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22057,"196602102019110961",Prasetyo Nasyidah,Medan,1966-02-10,L,PNS,1,5,29,19,9,2019-11-26,Pensiun,"Jalan Rajiman No. 77, Lhokseumawe, MU 40020",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22058,"198202092018060750",Ir. Genta Nashiruddin,Depok,1982-02-09,P,PNS,2,4,6,23,7,2018-06-23,Aktif,"Jalan Cihampelas No. 09, Sukabumi, DI Yogyakarta 01328",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22059,"199102102018020467","T. Karja Suartini, S.Sos",Tasikmalaya,1991-02-10,P,PNS,1,5,38,5,6,2018-02-05,Aktif,"Jl. Kiaracondong No. 55, Batam, Kalimantan Utara 17881",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22060,"199409032016118267","Puti Carla Anggriawan, S.H.",Bogor,1994-09-03,P,PNS,1,4,40,20,1,2016-11-21,Aktif,"Jl. Abdul Muis No. 095, Kota Administrasi Jakarta Utara, JA 58720",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22061,"197805312003037611","R.A. Patricia Pranowo, S.E.I",Yogyakarta,1978-05-31,L,PNS,1,5,8,12,2,2003-03-19,Aktif,"Jalan BKR No. 962, Banjar, SR 07605",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22062,"197908012018073953",R.A. Dewi Maryati,Palembang,1979-08-01,L,PNS,1,5,30,13,7,2018-07-10,Aktif,"Jl. Jakarta No. 99, Malang, KU 96055",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22063,"196704042000057606","Bajragin Januar, S.Sos",Bogor,1967-04-04,P,PNS,2,4,22,19,7,2000-05-26,Pensiun,"Gg. Rajawali Timur No. 917, Cilegon, SN 28881",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22064,"197101182025038324","Tgk. Zulaikha Prayoga, S.I.Kom",Bekasi,1971-01-18,L,PNS,1,4,9,1,9,2025-03-12,Aktif,"Jalan Jend. Sudirman No. 132, Tidore Kepulauan, Sumatera Utara 93970",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22065,"198407182008075769",Tirta Palastri,Surabaya,1984-07-18,L,PPPK,1,5,33,23,1,2008-07-01,Aktif,"Jl. Tubagus Ismail No. 728, Palangkaraya, DKI Jakarta 64883",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22066,"197201082010113173",Shania Sirait,Malang,1972-01-08,P,PNS,1,4,7,17,8,2010-11-03,Aktif,"Jalan PHH. Mustofa No. 086, Probolinggo, Kalimantan Timur 40584",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22067,"197403041997026103",Rahmi Kusumo,Denpasar,1974-03-04,P,PNS,1,4,7,21,1,1997-02-12,Aktif,"Gg. Gardujati No. 94, Salatiga, JK 17461",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22068,"197805112018019426",Bakiman Pudjiastuti,Solo,1978-05-11,L,PPPK,1,4,19,13,7,2018-01-22,Aktif,"Jalan Ahmad Yani No. 88, Medan, Maluku Utara 74609",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22069,"196512061993068417","Ami Aryani, M.M.",Medan,1965-12-06,L,PNS,1,5,31,3,6,1993-06-14,Aktif,"Gang Pasir Koja No. 78, Pekanbaru, SS 38371",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22070,"197701042016107710",Ian Tarihoran,Tasikmalaya,1977-01-04,L,PNS,1,5,27,11,8,2016-10-12,Aktif,"Gg. Cihampelas No. 767, Magelang, GO 88650",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22071,"197208142022079673","Cinthia Hartati, S.H.",Surabaya,1972-08-14,P,PNS,1,5,22,7,8,2022-07-17,Aktif,"Jl. Kebonjati No. 68, Kediri, JB 60527",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22072,"198507162014085801",Gamani Yuliarti,Solo,1985-07-16,L,PNS,1,5,29,3,6,2014-08-03,Aktif,"Jalan Rajiman No. 1, Ternate, Kalimantan Utara 00503",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22073,"200201232024092457",Puti Lili Wibisono,Bogor,2002-01-23,L,PNS,2,4,15,19,2,2024-09-13,Aktif,"Jalan M.T Haryono No. 579, Batam, Nusa Tenggara Barat 92299",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22074,"199505122024092740",Yuliana Wijaya,Surabaya,1995-05-12,P,PNS,3,5,44,15,5,2024-09-17,Aktif,"Jalan Veteran No. 8, Probolinggo, Papua 64429",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22075,"197305172018034545",Paramita Wahyuni,Padang,1973-05-17,P,PNS,2,4,1,1,8,2018-03-22,Aktif,"Jalan Tebet Barat Dalam No. 2, Pagaralam, Nusa Tenggara Barat 45194",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22076,"197801312006033476",Nadia Wibowo,Padang,1978-01-31,L,PNS,1,6,44,21,6,2006-03-14,Aktif,"Jl. Ahmad Dahlan No. 706, Banjarmasin, SU 34322",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22077,"196309282016043719",Rahmi Purwanti,Bogor,1963-09-28,L,PNS,1,5,27,15,10,2016-04-22,Pensiun,"Gang Cihampelas No. 78, Bau-Bau, JB 88662",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22078,"199105112025119852",Cahyanto Laksita,Solo,1991-05-11,P,PNS,1,5,16,5,7,2025-11-25,Aktif,"Jl. Jend. A. Yani No. 57, Probolinggo, SG 35348",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22079,"199612182018027944","KH. Bancar Handayani, S.Kom",Makassar,1996-12-18,L,PNS,4,4,25,7,2,2018-02-06,Aktif,"Jalan Kendalsari No. 3, Padang, MU 01127",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22080,"198909302024064368","Kezia Lailasari, M.M.",Bekasi,1989-09-30,P,PNS,1,4,12,23,7,2024-06-15,Aktif,"Jalan Kiaracondong No. 0, Tangerang, Kepulauan Bangka Belitung 34818",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22081,"196403272007063124",Umaya Lestari,Bandung,1964-03-27,P,PNS,2,5,31,3,8,2007-06-17,Aktif,"Jalan K.H. Wahid Hasyim No. 2, Ternate, Kepulauan Riau 00587",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22082,"197812312007047473",Ella Sudiati,Bogor,1978-12-31,P,PNS,1,4,9,4,5,2007-04-12,Aktif,"Gang W.R. Supratman No. 422, Tebingtinggi, Banten 62835",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22083,"196707292018111372","Dr. Betania Puspasari, S.Kom",Yogyakarta,1967-07-29,L,PNS,4,4,14,8,9,2018-11-08,Pensiun,"Jalan HOS. Cokroaminoto No. 8, Yogyakarta, PA 47595",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22084,"196705182001082069",Samiah Sirait,Malang,1967-05-18,P,PPPK,1,4,44,11,8,2001-08-16,Pensiun,"Gg. Medokan Ayu No. 102, Kota Administrasi Jakarta Selatan, SB 34387",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22085,"199012162024033208",Ir. Zelda Pradana,Yogyakarta,1990-12-16,L,PNS,1,4,27,12,8,2024-03-11,Aktif,"Jl. Kutisari Selatan No. 01, Madiun, SU 28411",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22086,"198402242011053858",Amalia Padmasari,Yogyakarta,1984-02-24,P,PNS,1,4,2,17,5,2011-05-13,Aktif,"Jl. Waringin No. 86, Pontianak, Sulawesi Barat 17379",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22087,"197911132017019602",Galang Firgantoro,Bandung,1979-11-13,P,PPPK,2,5,6,23,7,2017-01-19,Aktif,"Jalan Lembong No. 532, Bandar Lampung, SB 51986",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22088,"197110242000101030",Sabrina Pratiwi,Padang,1971-10-24,L,PPPK,1,4,44,2,5,2000-10-11,Aktif,"Gang Lembong No. 2, Cirebon, Sumatera Utara 11775",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22089,"200106182025016163",Rosman Melani,Bogor,2001-06-18,P,PNS,1,4,13,21,1,2025-01-15,Aktif,"Jl. Sadang Serang No. 8, Bekasi, JA 39485",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22090,"199801102022102348","Bajragin Prayoga, S.Farm",Tasikmalaya,1998-01-10,L,PPPK,1,4,27,19,1,2022-10-15,Aktif,"Jl. Jayawijaya No. 4, Prabumulih, LA 27342",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22091,"197212282014050747","Fitria Prasetyo, S.Sos",Padang,1972-12-28,L,PNS,1,4,4,3,9,2014-05-22,Aktif,"Gg. Pelajar Pejuang No. 05, Kupang, KU 36349",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22092,"197303142001057747",Agus Simbolon,Denpasar,1973-03-14,L,PNS,1,5,38,3,5,2001-05-05,Aktif,"Jl. Merdeka No. 24, Binjai, Kalimantan Barat 54268",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22093,"198904162025073707","Cut Olivia Kusumo, S.E.",Depok,1989-04-16,P,PNS,1,4,18,18,8,2025-07-08,Aktif,"Gang Gardujati No. 181, Sorong, BT 49070",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22094,"200402192026015659","Prabu Maulana, S.Pd",Palembang,2004-02-19,L,PNS,3,4,45,15,2,2026-01-03,Aktif,"Gang Rungkut Industri No. 08, Banjarbaru, SG 98507",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22095,"198501212017065407",drg. Lamar Marpaung,Medan,1985-01-21,L,PNS,1,4,23,6,7,2017-06-21,Aktif,"Jl. Sukajadi No. 551, Bukittinggi, Kalimantan Utara 14639",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22096,"196608291989077510","Sutan Laswi Latupono, S.Sos",Palembang,1966-08-29,L,PNS,1,5,15,4,1,1989-07-21,Pensiun,"Gang Suniaraja No. 1, Palangkaraya, NB 39119",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22097,"196803192025121164",Unjani Permata,Jakarta,1968-03-19,L,PNS,1,4,19,2,9,2025-12-19,Pensiun,"Jl. Siliwangi No. 919, Kupang, Kalimantan Barat 03846",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22098,"198404042023126013",Endah Hastuti,Bogor,1984-04-04,L,PPPK,2,4,32,2,8,2023-12-15,Aktif,"Gang Kebonjati No. 514, Solok, ST 20194",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22099,"197008151992054145",Zulfa Wibisono,Bandung,1970-08-15,L,PPPK,2,4,24,14,1,1992-05-06,Aktif,"Jalan Kapten Muslihat No. 92, Bau-Bau, Lampung 80514",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22100,"199112222016053960",Dr. Samiah Halim,Solo,1991-12-22,L,PNS,1,2,38,16,2,2016-05-14,Aktif,"Gg. Antapani Lama No. 26, Mojokerto, SU 59054",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22101,"198404292006079382","Kani Waskita, S.Farm",Depok,1984-04-29,L,PNS,1,5,35,8,2,2006-07-21,Aktif,"Gg. Rajawali Barat No. 558, Sorong, GO 87981",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22102,"200112242024107025","Ratna Winarno, M.Pd",Bandung,2001-12-24,P,PNS,1,4,26,22,2,2024-10-04,Aktif,"Jalan Kendalsari No. 428, Denpasar, KT 09947",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22103,"199305242025098404",Vero Santoso,Malang,1993-05-24,P,PPPK,1,4,31,9,8,2025-09-08,Aktif,"Gg. Bangka Raya No. 12, Banjarmasin, KS 13556",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22104,"199301192020010634",Jasmin Marbun,Solo,1993-01-19,P,PNS,1,4,33,3,6,2020-01-19,Aktif,"Gg. Cihampelas No. 99, Cilegon, Sulawesi Utara 76525",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22105,"199712102019021856",Maman Setiawan,Semarang,1997-12-10,P,PNS,1,4,31,15,2,2019-02-20,Aktif,"Gang Joyoboyo No. 44, Binjai, Jawa Timur 74608",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22106,"198208202014126212",Fitriani Widiastuti,Bogor,1982-08-20,L,PNS,1,4,42,3,7,2014-12-18,Aktif,"Gang R.E Martadinata No. 8, Lhokseumawe, JB 02028",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22107,"198110112022025362",Tgk. Yoga Oktaviani,Jakarta,1981-10-11,P,PPPK,1,4,31,4,8,2022-02-22,Aktif,"Jl. Ciwastra No. 7, Ambon, KU 47079",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22108,"196801232005047367","Kusuma Pradana, M.M.",Solo,1968-01-23,P,PNS,1,4,38,22,8,2005-04-16,Pensiun,"Jl. Kutai No. 16, Palembang, Riau 25536",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22109,"198808252023049600",R. Ulva Kusmawati,Denpasar,1988-08-25,L,PNS,1,4,25,13,8,2023-04-12,Aktif,"Gang Surapati No. 00, Tanjungbalai, ST 27922",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22110,"199702212025063882","drg. Hamima Megantara, S.H.",Bogor,1997-02-21,P,PNS,1,5,9,14,6,2025-06-10,Aktif,"Gg. Joyoboyo No. 482, Yogyakarta, Jawa Barat 95196",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22111,"197812292001128583",Dalima Rahimah,Denpasar,1978-12-29,P,PPPK,1,4,42,2,2,2001-12-02,Aktif,"Gang Setiabudhi No. 245, Palembang, Jawa Tengah 68247",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22112,"199511092017039267",Dwi Wibowo,Palembang,1995-11-09,L,PPPK,1,2,25,5,1,2017-03-07,Aktif,"Gg. Pasir Koja No. 8, Semarang, PB 90623",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22113,"197211072025126501",Hasna Napitupulu,Bekasi,1972-11-07,P,PNS,1,5,11,3,10,2025-12-12,Aktif,"Gg. Otto Iskandardinata No. 415, Cilegon, SU 34470",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22114,"199710082024128672",Syahrini Farida,Solo,1997-10-08,L,PNS,1,4,41,21,6,2024-12-13,Aktif,"Jl. Cihampelas No. 427, Pekanbaru, Sulawesi Tengah 65080",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22115,"200107292025058626",Kasim Saptono,Yogyakarta,2001-07-29,P,PNS,1,2,46,5,2,2025-05-24,Aktif,"Jalan Yos Sudarso No. 6, Cilegon, NT 75786",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22116,"198912242025072278",Tirtayasa Hasanah,Depok,1989-12-24,L,PPPK,1,4,45,14,8,2025-07-24,Aktif,"Jl. Dipenogoro No. 596, Pangkalpinang, BA 92399",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22117,"198007062010053874",Amalia Kuswandari,Bandung,1980-07-06,P,PNS,4,6,1,2,5,2010-05-03,Aktif,"Gg. Gedebage Selatan No. 77, Kota Administrasi Jakarta Barat, Aceh 78994",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22118,"198402252010070444",Tgk. Ihsan Saragih,Tasikmalaya,1984-02-25,L,PNS,1,4,20,23,1,2010-07-22,Aktif,"Jl. Rumah Sakit No. 5, Serang, BT 71930",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22119,"196710152022068495","Fitria Rahmawati, S.T.",Makassar,1967-10-15,L,PPPK,1,4,12,4,10,2022-06-16,Pensiun,"Gg. Kutai No. 8, Yogyakarta, Sulawesi Barat 13870",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22120,"198712152024039667","Dartono Budiyanto, S.I.Kom",Depok,1987-12-15,L,PNS,2,4,11,1,7,2024-03-27,Aktif,"Gang Moch. Toha No. 5, Tangerang, Maluku 54142",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22121,"197207032002117441",H. Virman Utama,Medan,1972-07-03,L,PNS,1,4,30,2,5,2002-11-17,Aktif,"Jl. Surapati No. 401, Bitung, Maluku 80745",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22122,"196904131993095625","drg. Titin Yuliarti, S.T.",Surabaya,1969-04-13,P,PNS,2,4,15,6,2,1993-09-18,Aktif,"Jalan Kendalsari No. 60, Pekalongan, KI 32881",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22123,"198105012016112747",Aurora Farida,Padang,1981-05-01,L,PNS,1,4,9,4,8,2016-11-28,Aktif,"Gg. S. Parman No. 9, Kota Administrasi Jakarta Timur, AC 83065",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22124,"197801272024041997",Jarwa Ardianto,Makassar,1978-01-27,L,PNS,1,4,34,4,8,2024-04-18,Aktif,"Jl. Jayawijaya No. 107, Tual, Bengkulu 55948",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22125,"197205311994055661",Oman Anggraini,Malang,1972-05-31,P,PNS,1,4,35,11,2,1994-05-17,Aktif,"Jalan Setiabudhi No. 32, Metro, BE 25092",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22126,"198801082020016867",Tami Maheswara,Tasikmalaya,1988-01-08,L,PNS,1,4,22,19,8,2020-01-07,Aktif,"Jl. Rumah Sakit No. 41, Tual, Bali 99323",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22127,"198301082021023644","Ir. Rini Simanjuntak, S.T.",Padang,1983-01-08,L,PNS,1,4,29,18,7,2021-02-03,Aktif,"Jl. Cikapayang No. 8, Cirebon, PA 89463",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22128,"198803172025041739",Vanya Hutasoit,Yogyakarta,1988-03-17,P,PNS,1,4,22,13,8,2025-04-28,Aktif,"Gang Kapten Muslihat No. 301, Probolinggo, Kalimantan Utara 80598",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22129,"199002232014119801",Salimah Palastri,Palembang,1990-02-23,P,PNS,1,4,36,9,2,2014-11-14,Aktif,"Jl. Sentot Alibasa No. 43, Sungai Penuh, Banten 77187",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22130,"198309042024047880",Mutia Laksita,Solo,1983-09-04,L,PNS,1,4,17,3,8,2024-04-17,Aktif,"Gang Waringin No. 15, Batu, Sulawesi Selatan 35787",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22131,"199007092022122881",dr. Kamila Sirait,Semarang,1990-07-09,L,PNS,1,4,43,4,8,2022-12-09,Aktif,"Gang Indragiri No. 014, Kota Administrasi Jakarta Barat, Riau 77281",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22132,"198111162024108998",Yani Permadi,Denpasar,1981-11-16,P,PNS,1,4,34,9,8,2024-10-07,Aktif,"Gg. PHH. Mustofa No. 5, Tebingtinggi, Bengkulu 03942",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22133,"197712302009083297",Kania Pratiwi,Solo,1977-12-30,L,PNS,1,4,23,6,8,2009-08-09,Aktif,"Jl. Cempaka No. 6, Purwokerto, KI 99473",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22134,"197308241998088247","R. Belinda Widiastuti, M.Farm",Surabaya,1973-08-24,P,PNS,4,4,3,19,2,1998-08-23,Aktif,"Jalan Bangka Raya No. 8, Serang, SN 11341",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22135,"198107062022045541",Ir. Janet Prasasta,Tasikmalaya,1981-07-06,L,PNS,1,4,45,15,7,2022-04-13,Aktif,"Jalan Rawamangun No. 91, Ambon, PA 92796",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22136,"200207252024080754",Darmaji Suryono,Yogyakarta,2002-07-25,L,PNS,1,4,36,11,2,2024-08-28,Aktif,"Jl. Soekarno Hatta No. 32, Batam, Gorontalo 04765",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22137,"199412272017103621",Bancar Samosir,Denpasar,1994-12-27,L,PNS,1,4,23,2,1,2017-10-18,Aktif,"Gg. Cikutra Barat No. 82, Palangkaraya, MA 85051",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22138,"198706062010123204","Humaira Astuti, S.E.I",Bekasi,1987-06-06,L,PNS,1,4,20,6,1,2010-12-20,Aktif,"Jl. Pasirkoja No. 3, Binjai, Sumatera Selatan 21655",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22139,"198308132024012207",drg. Among Agustina,Malang,1983-08-13,L,PNS,2,4,35,16,8,2024-01-14,Aktif,"Jalan Dipatiukur No. 8, Mojokerto, KT 11304",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22140,"200204122025063531",Rendy Nasyidah,Malang,2002-04-12,P,PPPK,1,4,24,11,2,2025-06-10,Aktif,"Gang Kutisari Selatan No. 082, Tasikmalaya, BA 00137",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22141,"199210252014049213","Dr. Vero Lazuardi, S.I.Kom",Cirebon,1992-10-25,L,PNS,1,2,47,14,1,2014-04-14,Aktif,"Jalan Pasirkoja No. 39, Banda Aceh, Kalimantan Utara 71237",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22142,"199808182020066556","R.M. Estiawan Wasita, S.Psi",Solo,1998-08-18,P,PNS,2,4,33,8,1,2020-06-01,Aktif,"Jalan Gegerkalong Hilir No. 11, Kota Administrasi Jakarta Selatan, Jambi 14106",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22143,"197204062014122334","R.M. Wira Nugroho, M.Ak",Bandung,1972-04-06,L,PNS,1,4,1,22,9,2014-12-27,Aktif,"Gang Ciwastra No. 654, Bontang, DKI Jakarta 48986",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22144,"198703192022116977",Joko Maheswara,Jakarta,1987-03-19,P,PNS,1,4,2,9,8,2022-11-16,Aktif,"Gg. Cihampelas No. 52, Tanjungbalai, Kalimantan Utara 24698",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22145,"198005012012049852",Eko Wijaya,Malang,1980-05-01,P,PNS,1,5,28,22,8,2012-04-15,Aktif,"Jl. Pelajar Pejuang No. 1, Palu, PB 73537",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22146,"197811252001125807",Vera Rajata,Bekasi,1978-11-25,P,PNS,5,5,8,1,2,2001-12-21,Aktif,"Jalan Otto Iskandardinata No. 495, Balikpapan, KB 47625",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22147,"198609162017120269","Ir. Rini Mandala, S.Ked",Denpasar,1986-09-16,L,PNS,1,4,25,19,5,2017-12-13,Aktif,"Jl. Dipenogoro No. 245, Singkawang, Gorontalo 93466",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22148,"200201302026053403",Bahuwirya Astuti,Cirebon,2002-01-30,L,PNS,1,4,13,20,2,2026-05-25,Aktif,"Gang Siliwangi No. 8, Blitar, Sulawesi Utara 21015",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22149,"197704282018040628",Daliono Najmudin,Malang,1977-04-28,P,PPPK,3,4,20,4,8,2018-04-09,Aktif,"Gg. Kebonjati No. 91, Pariaman, Jawa Barat 89036",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22150,"199311092024057755","H. Wadi Hidayat, S.Kom",Medan,1993-11-09,L,PPPK,1,4,8,13,6,2024-05-02,Aktif,"Jalan Sadang Serang No. 00, Batu, Sumatera Selatan 19877",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22151,"199901122025122855",Eman Prabowo,Jakarta,1999-01-12,P,PPPK,2,4,24,6,1,2025-12-24,Aktif,"Jl. Setiabudhi No. 91, Pangkalpinang, Sumatera Selatan 82188",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22152,"199204152015094209",Wardaya Prasasta,Bogor,1992-04-15,P,PNS,1,4,35,8,2,2015-09-06,Aktif,"Jalan KH Amin Jasuta No. 2, Pangkalpinang, MA 84980",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22153,"196810151991126823",R. Kayla Widiastuti,Surabaya,1968-10-15,L,PNS,1,4,37,13,2,1991-12-02,Pensiun,"Gg. Cikutra Barat No. 8, Jambi, Kalimantan Selatan 10908",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22154,"196410271991076342",R.A. Natalia Prasetyo,Solo,1964-10-27,P,PNS,1,4,27,8,6,1991-07-22,Pensiun,"Jl. Raya Setiabudhi No. 226, Tasikmalaya, SB 24419",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
22155,"197201152003090731","Dr. Vera Rajasa, S.Ked",Padang,1972-01-15,P,PNS,1,4,47,8,6,2003-09-17,Aktif,"Gang Jamika No. 888, Denpasar, Banten 77451",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
